epoch,lr,train_loss,obj_loss,box_loss,iou_loss,n_pos,pos_s4,pos_s8,pos_s16,pos_s32,ap,recall,precision
253,0.003220,7.3613,0.4201,0.8457,0.5990,58,47,9,1,1,,,
254,0.003183,7.3855,0.4220,0.8479,0.6019,58,47,9,1,1,,,
255,0.003147,7.3298,0.4200,0.8391,0.6021,57,46,8,1,1,0.5759,0.8367,0.0413
256,0.003110,7.3006,0.4172,0.8407,0.6032,57,47,8,1,1,,,
257,0.003073,7.2535,0.4134,0.8403,0.6017,56,46,8,1,1,,,
258,0.003037,7.3565,0.4222,0.8437,0.6052,59,48,9,1,1,,,
259,0.003000,7.3344,0.4180,0.8521,0.6019,58,47,9,1,1,,,
260,0.002964,7.2435,0.4164,0.8308,0.6054,56,46,9,1,1,0.5692,0.8367,0.0413
261,0.002928,7.3130,0.4205,0.8400,0.6029,58,47,9,1,1,,,
262,0.002892,7.2335,0.4149,0.8353,0.6016,57,47,8,1,1,,,
263,0.002856,7.3852,0.4273,0.8422,0.6030,56,46,8,1,1,,,
264,0.002821,7.3105,0.4194,0.8463,0.6052,58,47,9,1,1,,,
265,0.002785,7.2163,0.4132,0.8393,0.6034,58,47,8,1,1,0.5781,0.8370,0.0413
266,0.002750,7.2553,0.4190,0.8338,0.6044,56,46,9,1,1,,,
267,0.002714,7.2634,0.4186,0.8387,0.6056,57,46,9,1,1,,,
268,0.002679,7.2531,0.4203,0.8314,0.6050,57,47,9,1,1,,,
269,0.002644,7.2153,0.4149,0.8386,0.6040,58,47,9,1,1,,,
270,0.002610,7.2884,0.4191,0.8483,0.6031,58,47,9,1,1,0.5771,0.8352,0.0412
271,0.002575,7.2256,0.4140,0.8469,0.6033,58,47,9,1,1,,,
272,0.002541,7.2624,0.4187,0.8442,0.6052,58,47,9,1,1,,,
273,0.002506,7.2053,0.4169,0.8343,0.6039,58,48,9,1,1,,,
274,0.002472,7.2494,0.4200,0.8389,0.6054,57,47,9,1,1,,,
275,0.002438,7.1351,0.4119,0.8314,0.6055,58,47,9,1,1,0.5850,0.8408,0.0416
276,0.002404,7.1020,0.4093,0.8310,0.6047,57,46,8,1,1,,,
277,0.002371,7.1739,0.4116,0.8462,0.6042,58,47,9,1,1,,,
278,0.002337,7.1302,0.4107,0.8372,0.6066,57,47,9,1,1,,,
279,0.002304,7.2173,0.4180,0.8417,0.6065,57,47,9,1,1,,,
280,0.002271,7.1967,0.4184,0.8356,0.6063,59,47,9,1,1,0.5800,0.8412,0.0415
281,0.002238,5.3460,0.2506,0.8060,0.5989,64,55,8,0,0,,,
282,0.002205,5.3524,0.2481,0.8157,0.5966,64,55,9,0,0,,,
283,0.002173,5.3022,0.2458,0.8081,0.5961,62,53,8,0,0,,,
284,0.002140,5.2917,0.2444,0.8095,0.5986,65,56,9,0,0,,,
285,0.002108,5.3928,0.2524,0.8152,0.5993,62,54,8,0,0,0.5765,0.8376,0.0413
286,0.002076,5.3161,0.2480,0.8063,0.5956,63,54,9,0,0,,,
287,0.002045,5.3719,0.2526,0.8090,0.6003,63,54,9,0,0,,,
288,0.002013,5.2859,0.2473,0.8001,0.5978,63,55,8,0,0,,,
289,0.001982,5.3649,0.2525,0.8080,0.5990,63,55,9,0,0,,,
290,0.001950,5.2497,0.2437,0.8009,0.5970,63,54,8,0,0,0.5762,0.8335,0.0412
291,0.001919,5.3325,0.2493,0.8086,0.6001,64,55,9,0,0,,,
292,0.001889,5.2986,0.2471,0.8055,0.5990,64,55,9,0,0,,,
293,0.001858,5.2358,0.2437,0.7975,0.5978,63,55,8,0,0,,,
294,0.001828,5.3788,0.2539,0.8093,0.5997,64,55,9,0,0,,,
295,0.001797,5.2606,0.2445,0.8028,0.6001,64,56,8,0,0,0.5690,0.8329,0.0411
296,0.001768,5.2260,0.2412,0.8029,0.5950,63,55,8,0,0,,,
297,0.001738,5.2680,0.2456,0.8023,0.5985,63,54,8,0,0,,,
298,0.001708,5.1915,0.2365,0.8070,0.5984,65,56,9,0,0,,,
299,0.001679,5.2171,0.2413,0.8008,0.6010,64,55,9,0,0,,,
300,0.001650,5.2310,0.2410,0.8057,0.5993,64,55,9,0,0,0.5749,0.8344,0.0413
301,0.001621,5.4908,0.2667,0.8068,0.5970,62,55,8,0,0,,,
302,0.001592,5.3680,0.2583,0.7961,0.5970,62,54,8,0,0,,,
303,0.001564,5.4736,0.2641,0.8099,0.5946,63,55,8,0,0,,,
304,0.001536,5.3025,0.2528,0.7937,0.5967,62,55,8,0,0,,,
305,0.001508,5.3753,0.2565,0.8043,0.5965,63,55,8,0,0,0.5756,0.8326,0.0411
306,0.001480,5.3840,0.2594,0.7989,0.5964,62,55,8,0,0,,,
307,0.001453,5.3317,0.2555,0.7952,0.5953,61,53,7,0,0,,,
308,0.001425,5.3131,0.2510,0.8030,0.5950,61,54,8,0,0,,,
309,0.001398,5.3289,0.2528,0.8028,0.5958,61,53,8,0,0,,,
310,0.001371,5.3000,0.2502,0.8020,0.5952,62,55,8,0,0,0.5769,0.8329,0.0412
311,0.001345,5.2775,0.2469,0.8050,0.5975,62,54,8,0,0,,,
312,0.001319,5.2735,0.2492,0.7979,0.5992,61,53,8,0,0,,,
313,0.001292,5.2581,0.2489,0.7946,0.5965,62,54,8,0,0,,,
314,0.001267,5.3212,0.2523,0.8033,0.5977,62,54,8,0,0,,,
315,0.001241,5.3122,0.2521,0.8017,0.5978,62,54,8,0,0,0.5788,0.8331,0.0412
316,0.001216,5.2636,0.2489,0.7970,0.5965,61,54,7,0,0,,,
317,0.001191,5.3042,0.2503,0.8047,0.5977,62,54,8,0,0,,,
318,0.001166,5.2541,0.2467,0.8007,0.5950,62,55,7,0,0,,,
319,0.001141,5.2900,0.2519,0.7971,0.5955,61,53,7,0,0,,,
320,0.001117,5.3327,0.2539,0.8039,0.5991,62,54,8,0,0,0.5798,0.8350,0.0412
321,0.001093,5.3686,0.2566,0.8071,0.5979,63,55,8,0,0,,,
