epoch,lr,train_loss,obj_loss,box_loss,iou_loss,n_pos,pos_s4,pos_s8,pos_s16,pos_s32,ap,recall,precision
173,0.001270,10.3415,0.4314,1.7215,0.4711,55,49,5,1,1,,,
174,0.001262,9.1815,0.3467,1.6874,0.4818,57,52,4,1,0,,,
175,0.001255,10.3084,0.4175,1.7706,0.4753,50,44,4,1,1,0.5136,0.7987,0.0394
176,0.001247,9.7154,0.3847,1.7066,0.4822,51,45,4,1,1,,,
177,0.001239,10.0614,0.4130,1.7037,0.4912,49,43,5,1,1,,,
178,0.001231,9.1709,0.3548,1.6465,0.4762,52,47,4,1,0,,,
179,0.001224,9.4511,0.3483,1.7711,0.4622,47,43,3,1,0,,,
180,0.001216,9.6386,0.3677,1.7518,0.4857,53,47,4,1,1,0.5215,0.8064,0.0398
181,0.001208,11.3226,0.4555,1.9569,0.4372,59,53,5,1,1,,,
182,0.001200,9.4822,0.3530,1.7599,0.4621,52,48,3,1,0,,,
183,0.001192,9.1678,0.3635,1.6065,0.4771,41,37,3,1,0,,,
184,0.001185,10.1818,0.3969,1.8127,0.4633,54,48,5,1,0,,,
185,0.001177,9.3980,0.3533,1.7279,0.4821,54,50,3,1,1,0.5215,0.8064,0.0398
186,0.001169,9.5032,0.3476,1.7871,0.4662,50,44,4,1,0,,,
187,0.001161,9.6896,0.3730,1.7436,0.4611,50,45,3,1,0,,,
188,0.001153,10.1136,0.3887,1.8222,0.4770,54,50,3,1,1,,,
189,0.001145,9.3880,0.3524,1.7262,0.4809,48,43,4,1,0,,,
190,0.001137,9.6074,0.3750,1.7061,0.4852,55,50,4,1,0,0.5223,0.8063,0.0398
191,0.001129,10.3296,0.4422,1.6730,0.4929,51,46,4,1,1,,,
192,0.001121,10.1200,0.3645,1.9222,0.4461,58,53,4,1,0,,,
193,0.001113,10.3320,0.4060,1.8225,0.4654,61,56,4,1,1,,,
194,0.001106,10.3585,0.4335,1.7188,0.4565,57,52,4,1,0,,,
195,0.001098,10.2049,0.4028,1.7923,0.4610,51,46,3,1,1,0.5223,0.8063,0.0398
196,0.001090,10.2586,0.3974,1.8320,0.4728,53,46,5,1,1,,,
197,0.001082,9.7866,0.3682,1.7915,0.4688,60,55,4,1,0,,,
198,0.001074,10.4465,0.4188,1.8076,0.4616,44,39,4,1,1,,,
199,0.001066,9.6097,0.3631,1.7519,0.4899,55,50,4,1,0,,,
